id,slug,title
1055,mayonaka-heart-tune,
1056,mayonaka-punch,
1057,mecha-ude,
1058,medaka-box,
1059,medalist,
1060,megalo-box,
1061,megami-no-cafe-terrace,
1062,meiji-gekken-1874,
1063,meikyuu-black-company,
1064,mercenary-enrollment,
1065,mermaid-melody-pichi-pichi-pitch,
1066,mes-voisins-les-yamada,
1067,metallic-rouge,
1068,mf-ghost,
1069,michiko-to-hatchin,
1070,mieruko-chan,
1071,mightiest-melee-magician,
1072,migi-and-dali,
1073,miira-no-kaikata,
1074,mikadono-sanshimai-wa-angai-choroi,
1075,mikakunin-de-shinkoukei,
1076,mirai-ma-petite-soeur,
1077,mirai-nikki,
1078,mission-yozakura-family,
1079,mo-dao-zu-shi,
1080,mob-kara-hajimaru-tansaku-eiyuutan,
1081,mob-psycho-100,
1082,mobile-suit-gundam,
1083,moi-le-maitre-des-interdits,
1084,momentary-lily,
1085,momokuri,
1086,mon-anti-fan,
1087,mon-oni-a-moi,
1088,mon-plus-grand-secret,
1089,mon-voisin-totoro,
1090,mondaiji-tachi-desu-yo,
1091,mono,
1092,monogatari,
1093,mononoke,
1094,monster,
1095,monster-103-mercies-dragon-damnation,
1096,moonrise,
1097,more-than-a-married-couple-but-not-lovers,
1098,moriarty,
1099,mort-imminente,
1100,mother-parasite,
1101,mou-ippon,
1102,mount-hua-sects-genius-phantom-swordsman,
1103,mr-zombie,
1104,muchuu-sa-kimi-ni,
1105,murim-login,
1106,musaigen-no-phantom-world,
1107,mushishi,
1108,mushoku-tensei,
1109,my-clueless-first-friend,
1110,my-dad-is-too-strong,
1111,my-daemon,
1112,my-daughter-grew-up-to-rank-s-adventurer,
1113,my-deer-friend-nokotan,
1114,my-dress-up-darling,
1115,my-gift-lvl-9999-unlimited-gacha,
1116,my-happy-marriage,
1117,my-hero-academia,
1118,my-hero-academia-vigilantes,
1119,my-home-hero,
1120,my-instant-death-ability-is-so-overpowered,
1121,my-love-story,
1122,my-lovely-bodyguard,
1123,my-melody-and-kuromi,
1124,my-name,
1125,my-new-boss-is-goofy,
1126,my-next-life-as-a-villainess,
1127,my-one-hit-kill-sister,
1128,my-roommate-is-a-cat,
1129,my-school-life-pretending-to-be-a-worthless-person,
1130,my-stepmoms-daughter-is-my-ex,
1131,my-sweet-tyrant,
1132,my-tiny-senpai,
1133,my-wife-has-no-emotion,
1134,my-wife-is-from-a-thousand-years-ago,
1135,mynoghra,
1136,myst-might-mayhem,
1137,mysteria-friends,
1138,mysterious-disappearances,
1139,nabari,
1140,nagi-no-asukara,
1141,naka-no-hito-genome-jikkyouchuu,
1142,nan-hao-and-shang-feng,
1143,nan-yak,
1144,nana,
1145,nananas-buried-treasure,
1146,nanare-hananare,
1147,nanba-mg5,
1148,nanbaka,
1149,nano-machine,
1150,naruto,
1151,naruto-gaiden-la-spirale-au-coeur-du-tourbillon,
1152,naruto-sd-rock-lee,
1153,naruto-shippuden,
1154,natsume-yuujinchou,
1155,natsume-yuujinchou-shishi,
1158,necromancer-academys-genius-summoner,
1166,night-of-the-soulless-heathens,
1169,nine-peaks,
1177,no-game-no-life,
1178,noble-new-world-adventures,
1179,noblesse,
1180,non-non-biyori,
1181,noragami,
1182,nos-mots-comme-des-bulles,
1183,notre-jeunesse-en-orbite,
1184,noucome,
1185,nouvelle-ecole,
1186,ntr-netsuzou-trap,
1187,nurarihyon-no-mago,
1188,nyaight-of-the-living-cat,
1189,obi-wan-kenobi,
1190,oda-nobuna-no-yabou,
1191,odayaka-kizoku-no-kyuuka-no-susume,
1192,odd-taxi,
1193,ohoku,
1194,oi-tonbo,
1195,okiraku-ryoushu-no-tanoshii-ryouchi-bouei,
1196,okitsura,
1197,omaegotoki,
1198,on-gaku,
1199,one-outs,
1200,one-piece,
1201,one-punch-man,
1202,one-room-hi-atari-futsuu-tenshi-tsuki,
1203,onigamiden,
1204,onimai-im-now-your-sister,
1205,onmyou-kaiten-rebirth,
1206,operation-true-love,
1207,opus-colors,
1208,orange,
1209,orb-on-the-movements-of-the-earth,
1210,ordeal,
1211,ore-wa-seikan-kokka-no-akutoku-ryoushu,
1212,oregairu,
1213,oreimo,
1214,oreshura,
1215,oresuki,
1216,orient,
1217,oroka-na-tenshi-wa-akuma-to-odoru,
1218,osamake,
1219,osananajimi-to-wa-lovecom-ni-naranai,
1220,oshi-ga-budoukan-itte-kuretara-shinu,
1221,oshi-no-ko,
1222,otaku-elf,
1223,otherside-picnic,
1224,our-dating-story,
1225,ouran-high-school-host-club,
1226,ousama-ranking,
1227,out,
1228,outbreak-company,
1229,outlaw-star,
1230,over-the-garden-wall,
1231,overgeared,
1232,overlord,
1233,oversummoned-overpowered-and-over-it,
1234,overtake,
1235,owari-no-seraph,
1236,pandora-hearts,
1237,paprika,
1238,paradise-kiss,
1239,paradox-live,
1240,parallel-world-pharmacy,
1241,paranoia-agent,
1242,parasite,
1243,paripi-koumei,
1244,part-time-grim-reaper,
1245,pass-the-monster-meat-milady,
1246,past-life-returner,
1247,peach-boy-riverside,
1248,peerless-dad,
1249,penguin-highway,
1250,pere-et-fille,
1251,perfect-blue,
1252,perfect-crime,
1253,persona,
1254,phineas-et-ferb,
1255,piano-forest,
1256,pick-me-up,
1257,pigpen,
1258,ping-pong-the-animation,
1259,planetes,
1260,plastic-memories,
1261,platinum-end,
1262,play-it-cool-guys,
1263,player,
1264,player-who-returned-10-000-years-later,
1265,plunderer,
1266,pluto,
1267,poison-city,
1268,poison-dragon-the-legend-of-an-asura,
1269,pokemon,
1270,pompo-the-cinephile,
1271,pompoko,
1272,pon-no-michi,
1273,ponyo-sur-la-falaise,
1274,pop-team-epic,
1275,porco-rosso,
1276,potion-danomi-de-ikinobimasu,
1277,pour-le-pire,
1278,pretty-boy-detective-club,
1279,prima-doll,
1280,princess-connect-re-drive,
1281,princess-of-the-bibliophile,
1282,princess-principal,
1283,princesse-mononoke,
1284,princesse-sarah,
1285,prism-rondo,
1286,prison-school,
1287,prisonnier-riku,
1288,promare,
1289,promise-of-wizard,
1290,protocol-rain,
1291,psycho-pass,
1292,pumpkin-night,
1293,pyramid-game,
1294,qualidea-code,
1295,quest-supremacy,
1296,radiant,
1297,ragna-crimson,
1298,rahxephon,
1299,rainbow,
1300,rainbow-days,
1301,rakudai-kishi-no-cavalry,
1302,rankers-return,
1303,ranma1-2,
1304,ranpo-kitan-game-of-laplace,
1305,rascal-does-not-dream-of-bunny-girl-senpai,
1306,ratz,
1307,raven-of-the-inner-palace,
1308,re-creators,
1309,re-main,
1310,re-monster,
1311,re-zero,
1312,real,
1313,real-account,
1314,reality-quest,
1315,reaper-of-the-drifting-moon,
1316,rebirth-of-the-divine-demon,
1317,reborn-as-a-vending-machine,
1318,reborn-as-the-enemy-prince,
1319,reborn-rich,
1320,reborn-to-master-the-blade-from-hero-king-to-extraordinary-squire,
1321,recovery-of-an-mmo-junkie,
1322,red-raven,
1323,regressing-as-the-reincarnated-bastard-of-the-sword-clan,
1324,regressing-with-the-kings-power,
1325,regressor-instruction-manual,
1328,reincarnated-as-a-genius-prodigy-of-a-prestigious-family,
1330,reincarnation-of-a-martial-prodigy,
1331,reincarnation-of-the-fist-king,
1332,reincarnation-of-the-murim-clans-former-ranker,
1337,remplacement-de-fortune,
1340,rendez-vous-au-crepuscule,
1344,return-from-the-abyss,
1345,return-of-the-8th-class-magician,
1346,return-of-the-broken-constellation,
1347,return-of-the-frozen-player,
1348,return-of-the-genius-player,
1349,return-of-the-iron-blooded-hound,
1350,return-of-the-legendary-spear-knight,
1351,return-of-the-mad-demon,
1352,return-of-the-sss-class-demon-lord,
1353,return-of-the-sss-class-ranker,
1354,return-of-the-sword-godrank-civil-servant,
1355,return-to-player,
1356,returned-from-hell,
1357,revenger,
1358,reverend-insanity,
1359,rick-et-morty,
1360,ride-your-wave,
1361,rikekoi,
1362,rikudo,
1363,rising-impact,
1364,rock-is-a-ladys-modesty,
1365,rokka-braves-of-the-six-flowers,
1366,rokudou-no-onna-tachi,
1367,romantic-killer,
1368,romeo-x-juliet,
1369,romio-vs-juliet,
1370,ron-kamonohashi-deranged-detective,
1371,rosario-to-vampire,
1372,roshidere,
1373,run-with-the-wind,
1374,runway-de-waratte,
1375,ruri-dragon,
1376,ruri-rocks,
1377,rust,
1378,rwby,
1379,rymans-club,
1380,ryuuou-no-oshigoto,
1381,sabikui-bisco,
1382,saenai-heroine-no-sodatekata,
1383,sagrada-reset,
1384,saihate-no-paladin,
1385,saiki-kusuo,
1386,saikyou-tank-no-meikyuu-kouryaku,
1387,sailor-moon,
1388,saint-cecilia-and-pastor-lawrence,
1389,saint-seiya,
1390,saiyuki-reload-zeroin,
1391,sakamoto-days,
1392,sakamoto-desu-ga,
1393,sakasama-no-patema,
1394,sakugan,
1395,sakura-trick,
1396,sakurasou-no-pet-na-kanojo,
1397,salaryman-ga-isekai-ni-ittara-shitennou-ni-natta-hanashi,
1398,samurai-champloo,
1399,sand-land,
1400,sanda,
1401,sangs-et-papillons,
1402,sanrio-boys,
1403,sasaki-to-miyano,
1404,sasaki-to-p-chan,
1405,sasameki-koto,
1406,sasuke-retsuden,
1407,saving-80000-gold-in-another-world-for-my-retirement,
1408,savior-of-divine-blood,
1409,say-i-love-you,
1410,sayonara-ryuusei-konnichiwa-jinsei,
1411,scarlet-nexus,
1412,school-days,
1413,school-live,
1414,school-rumble,
1415,schwarzesmarken,
1416,scissor-seven,
1417,scott-pilgrim,
1418,seasons-of-blossom,
1419,second-life-ranker,
1420,seihantai-na-kimi-to-boku,
1421,seija-musou,
1422,seikai-suru-kado,
1423,seiken-gakuin-no-maken-tsukai,
1424,seiken-tsukai-no-world-break,
1425,seikoku-no-dragonar,
1426,seirei-gensouki-spirit-chronicles,
1427,seirei-tsukai-no-blade-dance,
1428,seiren,
1429,seitokai-yakuindomo,
1430,seiyuu-radio-no-uraomote,
1431,sekai-saikou-no-assassin,
1432,sengoku-basara,
1433,sengoku-youko,
1434,senpai-ga-uzai-kouhai-no-hanashi,
1435,senpai-wa-otokonoko,
1436,sentai-daishikkaku,
1437,sentai-red-isekai-de-boukensha-ni-naru,
1438,sentenced-to-brave-punishment,
1439,sentouin-hakenshimasu,
1440,seoul-station-necromancer,
1441,serial-experiments-lain,
1442,servamp,
1443,seven-deadly-sins,
1444,sewayaki-kitsune-no-senko-san,
1445,shabake,
1446,shadows-house,
1447,shakugan-no-shana,
1448,shakunetsu-kabaddi,
1449,shaman-king,
1450,shangri-la-frontier,
1451,shiboyugi,
1452,shichisei-no-subaru,
1453,shika-no-ou,
1454,shiki,
1455,shikkakumon-no-saikyou-kenja,
1456,shimoseka,
1457,shine-post,
1458,shingeki-kyojin-chuugakkou,
1459,shingeki-no-bahamut,
1460,shingeki-no-kyojin,
1461,shinigami-bocchan-to-kuro-maid,
1462,shinka-no-mi,
1463,shinmai-ossan-bokensha,
1464,shinobi-no-ittoki,
1465,shirayuki-aux-cheveux-rouges,
1466,shirobako,
1467,shirohiyo,
1468,shironeko-project,
1469,shokei-shoujo-no-ikiru-michi,
1470,shoot-goal-to-the-future,
1471,shoujo-tachi-wa-kouya-wo-mezasu,
1472,shoumetsu-toshi,
1473,shoushimin-series,
1474,shugo-chara,
1475,shuumatsu-touring,
1476,shuumatsu-train-doko-e-iku,
1477,shy,
1478,si-tu-tends-l-oreille,
1479,si-vis-the-sound-of-heroes,
1480,silent-witch,
1481,sing-a-bit-of-harmony,
1482,sirius-the-jaeger,
1483,sk8-the-infinity,
1484,sk8rs,
1485,skate-leading-stars,
1486,skeleton-knight-in-another-world,
1487,skeleton-soldier,
1488,skip-to-loafer,
1489,sky-high-survival,
1490,slam-dunk,
1491,slave-b,
1492,sleeping-ranker,
1493,slow-loop,
1494,smiling-friends,
1495,snack-basue,
1496,solo-farming-in-the-tower,
1497,solo-leveling,
1498,solo-login,
1499,solo-necromancy,
1500,solo-resurrection,
1501,solo-spell-caster,
1502,somali-to-mori-no-kamisama,
1503,sonic-prime,
1504,sonny-boy,
1509,south-park,
1510,souvenir-de-gravity-falls,
1517,spirits-seekers,
1522,sss-class-gacha-hunter,
1523,sss-class-revival-hunter,
1524,sss-grade-saint-knight,
1527,standard-of-reincarnation,
1529,star-embracing-swordmaster,
1530,star-instructor-master-baek,
1532,star-wars-tales-of-the-jedi,
1533,star-wars-visions,
1534,stardust-telepath,
1535,stars-align,
1536,starving-anonymous,
1537,steel-eating-player,
1538,steins-gate,
1539,steven-universe,
1540,story-of-lasting-period,
1541,stranger-things,
1542,strangers-from-hell,
1543,strike-the-blood,
1544,strike-witches,
1545,study-group,
1546,subzero,
1547,sugar-apple-fairy-tale,
1548,suicide-squad-isekai,
1549,suisei-no-gargantia,
1550,suka-suka,
1551,summer-ghost,
1552,summer-pockets,
1553,summer-wars,
1554,summoned-to-another-world-again,
1555,super-crooks,
1556,super-cub,
1557,super-cube,
1558,super-dragon-ball-heroes,
1559,super-evolution,
1560,surgeon-elise,
1561,surviving-as-a-genius-on-borrowed-time,
1562,surviving-the-game-as-a-barbarian,
1563,suzume,
1564,suzumiya-haruhi-no-yuuutsu,
1565,sweet-home,
1566,sweet-home2,
1567,sweet-reincarnation,
1568,sword-art-online,
1569,sword-gai-the-animation,
1570,sword-of-the-stranger,
1571,swordmasters-youngest-son,
1572,synduality-noir,
1573,tada-never-falls-in-love,
1574,tadaima-okaeri,
1575,taishou-otome-otogibanashi,
1576,taiso-samurai,
1577,takopis-original-sin,
1578,takt-op-destiny,
1579,talentless-nana,
1580,tales-of-demons-and-gods,
1581,tales-of-wedding-rings,
1582,tales-of-zestiria,
1583,tamako-love-story,
1584,tamako-market,
1585,tamayomi,
1586,tamons-b-side,
1587,tanaka-kun-is-always-listless,
1588,tantei-wa-mou-shindeiru,
1589,tasogare-outfocus,
1590,tasuuketsu,
1591,tearmoon-empire-story,
1592,tekken,
1593,tengoku-daimakyou,
1594,tenjou-tenge,
1595,tensei-akujo-no-kuro-rekishi,
1596,tensei-kenja-no-isekai-life,
1597,tensei-kizoku-kantei-skill-de-nariagaru,
1598,tensei-ouji-no-akaji,
1599,tensei-shitara-dragon-no-tamago-datta,
1600,tensei-shitara-slime-datta-ken,
1601,teogonia,
1602,teppen,
1603,terminally-ill-genius-dark-knight,
1604,terminator-zero,
1605,terra-formars,
1606,terror-in-resonance,
1607,terror-man,
1608,tesla-note,
1609,texhnolyze,
1610,the-100-girlfriends-who-really-really-really-really-really-love-you,
1611,the-academys-undercover-professor,
1612,the-all-devouring-whale,
1613,the-amazing-digital-circus,
1614,the-ancient-magus-bride,
1615,the-angel-next-door-spoils-me-rotten,
1616,the-aquatope-on-white-sand,
1617,the-banished-former-hero-lives-as-he-pleases,
1618,the-beginning-after-the-end,
1619,the-boondocks,
1620,the-boxer,
1621,the-breaker,
1622,the-brilliant-healers-new-life-in-the-shadows,
1623,the-bully-in-charge,
1624,the-constellation-that-returned-from-hell,
1625,the-constellations-are-my-disciples,
1626,the-counts-youngest-son-is-a-player,
1627,the-cuphead-show,
1628,the-daily-life-of-the-immortal-king,
1629,the-dark-mages-return-to-enlistment,
1630,the-day-i-became-a-god,
1631,the-demon-girl-next-door,
1632,the-demon-prince-and-momochi,
1633,the-descent-of-the-demonic-master,
1634,the-dinner-table-detective,
1635,the-divine-demons-grand-ascension,
1636,the-do-over-damsel-conquers-the-dragon-emperor,
1637,the-dreaming-boy-is-a-realist,
1638,the-druid-of-seoul-station,
1639,the-elusive-samurai,
1640,the-eminence-in-shadow,
1641,the-executioner,
1642,the-extras-academy-survival-guide,
1643,the-fable,
1644,the-fire-hunter,
1645,the-fox-eyed-villain-of-the-demon-academy,
1646,the-gamer,
1647,the-garden-of-sinners,
1648,the-garden-of-words,
1649,the-girl-downstairs,
1650,the-girl-from-random-chatting,
1651,the-girl-from-the-other-side,
1652,the-girl-i-like-forgot-her-glasses,
1653,the-god-of-high-school,
1654,the-golden-experience-point,
1655,the-gorilla-gods-go-to-girl,
1656,the-great-mage-returns-after-4000-years,
1658,the-greatest-estate-developer,
1660,the-healer-is-way-too-strong,
1661,the-heavenly-demon-cant-live-a-normal-life,
1662,the-heavenly-demon-wants-a-quiet-life,
1666,the-house-without-time,
1667,the-ice-guy-and-the-cool-girl,
1670,the-indomitable-martial-king,
1672,the-killer-inside,
1675,the-knight-king-who-returned-with-a-god,
1676,the-knight-of-embers,
1677,the-last-adventurer,
1678,the-last-summoner,
1679,the-legend-of-heroes-trails-of-cold-steel-northern-war,
1680,the-legendary-hero-is-an-academy-honors-student,
1681,the-light-of-a-firefly-forest,
1682,the-little-lies-we-all-tell,
1683,the-mafia-nanny,
1684,the-magic-tower-problematic-child,
1685,the-magical-revolution-of-the-reincarnated-princess-and-the-genius-young-lady,
1686,the-maid-i-hired-recently-is-mysterious,
1687,the-marshal-king,
1688,the-max-level-hero-has-returned,
1689,the-max-level-players-100th-regression,
1690,the-max-level-returner,
1691,the-millionaire-detective,
1692,the-misfit-of-demon-king-academy,
1693,the-mononoke-journal-by-chuzenji-sensei,
1694,the-most-heretical-last-boss-queen,
1695,the-most-notorious-talker,
1696,the-nebulas-civilization,
1697,the-necromancer-familys-young-heir,
1698,the-new-gate,
1699,the-newbie-is-too-strong,
1700,the-novels-extra,
1701,the-owl-house,
1702,the-perfect-insider,
1703,the-player-hides-his-past,
1704,the-player-that-cant-level-up,
1705,the-priest-of-corruption,
1706,the-promised-neverland,
1707,the-quintessential-quintuplets,
1708,the-regressed-mercenarys-machinations,
1709,the-regressed-son-of-a-duke-is-an-assassin,
1710,the-regressor-of-the-fallen-family,
1711,the-reincarnated-assassin-is-a-genius-swordsman,
1712,the-reincarnation-of-the-strongest-exorcist-in-another-world,
1713,the-return-of-the-back-alley-sorcerer,
1714,the-return-of-the-disaster-class-hero,
1715,the-return-of-the-mythical-archmage,
1716,the-returns-of-the-mount-hua-sect,
1717,the-rising-of-the-shield-hero,
1718,the-royal-tutor,
1719,the-s-classes-that-i-raised,
1720,the-saints-magic-power-is-omnipotent,
1721,the-shiunji-family-children,
1722,the-squid-girl,
1723,the-story-of-a-manga-artist-confined-by-a-strange-high-school-girl,
1724,the-strong-man-from-the-mental-hospital,
1725,the-summer-hikaru-died,
1726,the-sword-god-from-a-fallen-world,
1727,the-tale-of-the-outcasts,
1728,the-tatami-galaxy,
1729,the-terminally-ill-young-master-of-the-baek-clan,
1730,the-too-perfect-saint,
1731,the-unaware-atelier-master,
1732,the-unwanted-undead-adventurer,
1733,the-villain-of-the-octagon,
1734,the-villain-wants-to-live,
1735,the-warrior-returns,
1736,the-water-magician,
1737,the-weakest-tamer-began-a-journey-to-pick-up-trash,
1738,the-world-after-the-fall,
1739,the-world-ends-with-you,
1740,the-world-god-only-knows,
1741,the-world-is-still-beautiful,
1742,the-wrong-way-to-use-healing-magic,
1743,the-yakuzas-guide-to-babysitting,
1744,thermae-romae-novae,
1745,tiger-and-bunny,
1746,time-shadows,
1747,tis-time-for-torture-princess,
1748,to-be-hero,
1749,to-be-hero-x,
1750,to-be-heroine,
1751,to-every-you-ive-loved-before,
1752,to-me-the-one-who-loved-you,
1753,to-your-eternity,
1754,toaru-ossan-no-vrmmo-katsudouki,
1755,toilet-bound-hanako-kun,
1756,tojima-wants-to-be-a-kamen-rider,
1757,tokyo-24-ku,
1758,tokyo-ghoul,
1759,tokyo-ghoul-re,
1760,tokyo-magnitude-80,
1761,tokyo-mew-mew-new,
1762,tokyo-ravens,
1763,tokyo-revengers,
1764,tokyo-underworld,
1765,tomb-raider-king,
1766,tomie,
1767,tomo-chan-is-a-girl,
1768,tomodachi-game,
1769,tonari-no-kyuuketsuki-san,
1770,tonari-no-seki-kun,
1771,tong-ling-fei,
1772,top-boy,
1773,top-tier-providence,
1774,toradora,
1775,toriko,
1776,tougen-anki,
1777,touhai,
1778,toumei-otoko-to-ningen-onna,
1779,towa-no-yugure,
1780,tower-of-god,
1781,trait-hoarder,
1782,trapped-in-a-dating-sim-the-world-of-otome-games-is-tough-for-mobs,
1783,trash-of-the-counts-family,
1784,tribe-nine,
1785,trigun-stampede,
1786,trillion-game,
1787,trinity-seven,
1788,true-beauty,
1789,true-education,
1790,tsubasa-chronicle,
1791,tsue-to-tsurugi-no-wistoria,
1792,tsuihousha-shokudou-e-youkoso,
1793,tsuki-ga-kirei,
1803,uchikomi-lesprit-du-judo,
1809,umbrella-academy,
1814,un-jour-a-seoul,
1820,unlimited-level-up-with-my-immortality-skill,
1822,unnamed-memory,
1823,unordinary,
1824,uq-holder,
1825,uramichi-oniisan,
1826,urusei-yatsura,
1827,uruwashi-no-yoi-no-tsuki,
1828,usogui,
1829,utawarerumono,
1830,uzaki-chan-wa-asobitai,
1831,uzumaki,
1832,vagabond,
1833,valerian-and-laureline,
1834,valhalla-saga,
1835,valkyrie-apocalypse,
1836,vampire-dormitory,
1837,vampire-garden,
1838,vampire-hunter-d,
1839,vampire-knight,
1840,vanta-black,
1841,vermeil-in-gold,
1842,versatile-mage,
1843,vikings-valhalla,
1844,villain-to-kill,
1845,villain-unrivaled,
1846,villainess-level-99,
1847,vincenzo,
1848,vinland-saga,
1849,violet-evergarden,
1850,viral-hit,
1851,vision-d-escaflowne,
1852,vivid-strike,
1853,vivy-fluorite-eyes-song,
1854,voices-of-a-distant-star,
1855,voyage-vers-agartha,
1856,vtuber-legend,
1857,wakfu,
1858,wandance,
1859,wandering-witch,
1860,wangan-midnight,
1861,warau-arsnotoria-sun,
1862,wash-it-all-away,
1863,wasurenagumo,
1864,watamote,
1865,watanare,
1866,watarikun-no-xx-ga-houkai-sunzen,
1867,watashi-ni-tenshi-ga-maiorita,
1868,watatabe,
1869,wave-surfing-yappe,
1870,we-bare-bears,
1871,we-have-always-been-10-cm-apart,
1872,we-never-learn,
1873,weathering-with-you,
1874,webtoon-character-na-kang-lim,
1875,welcome-demon-school-teacher,
1876,welcome-to-demon-school-iruma-kun,
1877,when-will-ayumu-make-his-move,
1878,whisper-me-a-love-song,
1879,white-album-2,
1880,white-blood,
1881,why-i-quit-being-the-demon-king,
1882,why-nobody-remembers-my-world,
1883,wind-breaker,
1884,wind-breaker-manga,
1885,wise-mans-grandchild,
1886,witch-family,
1887,witch-watch,
1888,witchcraft-works,
1889,wolf-girl-and-black-prince,
1890,wonder-egg-priority,
1891,working,
1892,world-trigger,
1893,worlds-strongest-survivor,
1894,worn-and-torn-newbie,
1895,worthless-regression,
1896,wotaku-ni-koi-wa-muzukashii,
1897,x-and-ash,
1898,x-and-y,
1899,xxxholic,
1900,yaiba,
1901,yakitate-japan,
1902,yakuza-reincarnation,
1903,yamada-kun-to-7-nin-no-majo,
1904,yanokun-no-futsuu-no-hibi,
1905,yashahime-princess-half-demon,
1906,yasuke,
1907,yatagarasu,
1908,yesterday-wo-utatte,
1909,yi-nian-yong-heng,
1910,yo-kai-watch,
1911,yofukashi-no-uta,
1912,yomi-no-tsugai,
1913,yomotsu-hegui-shisha-no-kuni-no-kajitsu,
1914,yoru-ni-naru-to-boku-wa,
1915,yoru-no-kurage-wa-oyogenai,
1916,yoru-wa-mijikashi-aruke-yo-otome,
1917,youjo-senki,
1918,young-gto,
1919,your-forma,
1920,your-lie-in-april,
1921,your-name,
1922,your-talent-is-mine,
1923,youth-literature,
1924,youth-of-flavor,
1925,yowamushi-pedal,
1926,yozakura-quartet,
1927,yu-gi-oh,
1928,yuragi-sou-no-yuuna-san,
1929,yuri-is-my-job,
1930,yuri-on-ice,
1931,yuru-camp,
1932,yuru-yuri,
1933,yuusha-ga-shinda,
1934,yuusha-no-kuzu,
1935,yuusha-party-ni-kawaii-ko-ga-ita-node-kokuhaku-shitemita,
1936,yuusha-party-wo-oidasareta-kiyoubinbou,
1937,yuusha-party-wo-tsuihou-sareta-shiromadoushi,
1938,yuusha-yamemasu,
1939,yuyu-hakusho,
1940,yuyushiki,
1941,zatsu-tabi,
1942,zenshuu,
1943,zero-game,
1944,zero-no-tsukaima,
1945,zetsuen-no-tempest,
1946,zombie-land-saga,
1947,zombie-papa,
1948,zomgan,
